library,libraryLabel,urls,coords
http://www.wikidata.org/entity/Q4864125,Barry Council Office and Library,http://www.valeofglamorgan.gov.uk/en/enjoying/libraries/libraries.aspx,Point(-3.2666 51.4067)
http://www.wikidata.org/entity/Q5061355,Edinburgh Central Library,https://www.edinburgh.gov.uk/directory-record/1229174/central-library,Point(-3.19221 55.94824)
http://www.wikidata.org/entity/Q5138596,Coatbridge Library,https://culturenl.co.uk/libraries/your-library/coatbridge-library/,Point(-4.028551493 55.863323127)
http://www.wikidata.org/entity/Q5225616,Dartford Library,http://webapps.kent.gov.uk/KCC.Libraries.Web.Sites.Public/LibraryDetails.aspx?aid=0&lid=14&uprn=200000533638,Point(0.218889 51.4431)
http://www.wikidata.org/entity/Q5596629,Grantham Museum,https://www.granthammuseum.org.uk/,Point(-0.63993 52.9105)
http://www.wikidata.org/entity/Q5645183,Hamilton library,http://www.slleisureandculture.co.uk/info/87/hamilton_town_house_library,Point(-4.038748 55.777832)
http://www.wikidata.org/entity/Q7592492,St Anne's Library,http://www.lancashire.gov.uk/libraries-and-archives/libraries/find-a-library/st-annes-library.aspx,Point(-3.0266 53.7471)
http://www.wikidata.org/entity/Q7860447,Tyndale House,https://tyndalehouse.com,Point(0.1036 52.1994)
http://www.wikidata.org/entity/Q7917325,Vaughan Williams Memorial Library,https://www.vwml.org/,Point(-0.1493 51.5381)
http://www.wikidata.org/entity/Q7981191,Wellcome Collection,http://www.wellcomecollection.org,Point(-0.133888888 51.525944444)
http://www.wikidata.org/entity/Q8034902,Working Class Movement Library,http://www.wcml.org.uk,Point(-2.273353 53.484254)
http://www.wikidata.org/entity/Q8034902,Working Class Movement Library,http://www.wcml.org.uk,Point(-2.27306 53.4842)
http://www.wikidata.org/entity/Q15979597,Walkley Library,http://www.walkleylibrary.org.uk/,Point(-1.50306 53.3949)
http://www.wikidata.org/entity/Q17741298,Cathays Library,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Cathays-Library.aspx,Point(-3.18213 51.4974)
http://www.wikidata.org/entity/Q17816381,Dunfermline Carnegie Library,http://www.onfife.com/venues/dunfermline-carnegie-library-galleries,Point(-3.46188 56.0703)
http://www.wikidata.org/entity/Q17816381,Dunfermline Carnegie Library,https://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&facid=0C95F6FA-11D6-467F-BDE5ED42118689F4&resc_title=Library,Point(-3.46188 56.0703)
http://www.wikidata.org/entity/Q17826519,Motherwell Library,https://culturenl.co.uk/libraries/your-library/motherwell-library/,Point(-3.99412 55.7893)
http://www.wikidata.org/entity/Q17836338,Ayr Carnegie Library,http://www.south-ayrshire.gov.uk/libraries/branches/carnegie-library.aspx,Point(-4.62996 55.466)
http://www.wikidata.org/entity/Q17837283,Jedburgh Library,https://www.liveborders.org.uk/libraries_and_archives(1)/libraries/find_your_nearest_library/jedburgh_library_contact_centre(1).aspx,Point(-2.55618 55.4773)
http://www.wikidata.org/entity/Q17852742,West Calder Library,https://www.westlothian.gov.uk/article/2254/West-Calder-Library,Point(-3.56812 55.8521)
http://www.wikidata.org/entity/Q21127516,Clitheroe Library,http://www.lancashire.gov.uk/libraries-and-archives/libraries/find-a-library/clitheroe-library/,Point(-2.3906 53.873)
http://www.wikidata.org/entity/Q24993774,Accrington Library,http://www.lancashire.gov.uk/libraries-and-archives/libraries/find-a-library/accrington-library.aspx,Point(-2.366677 53.752505)
http://www.wikidata.org/entity/Q26380363,Long Eaton Library,http://www.derbyshire.gov.uk/leisure/libraries/find_your_local_library/Long_Eaton/default.asp,Point(-1.27286 52.895636)
http://www.wikidata.org/entity/Q26407135,Farnworth Library,http://www.bolton.gov.uk/website/pages/FarnworthLibrary.aspx,Point(-2.396849 53.551344)
http://www.wikidata.org/entity/Q26428497,Morley Library,http://www.leeds.gov.uk/leisure/Pages/Morley-library.aspx,Point(-1.601244 53.74658)
http://www.wikidata.org/entity/Q26442309,Harrogate Library,https://www.northyorks.gov.uk/harrogate-library,Point(-1.538638 53.991007)
http://www.wikidata.org/entity/Q26451619,Kendal Library,http://www.cumbria.gov.uk/libraries/locations/kendalLibrary.asp,Point(-2.747722222 54.329222222)
http://www.wikidata.org/entity/Q26480839,London Arts Base,https://www.lambeth.gov.uk/places/carnegie-library,Point(-0.096513 51.460686)
http://www.wikidata.org/entity/Q26496694,Bideford Town Hall and Library,https://www.devonlibraries.org.uk/web/arena/bidefordlibrary,Point(-4.205072 51.016622)
http://www.wikidata.org/entity/Q26513097,Former Dalton-in-Furness Library,https://www.cumbria.gov.uk/libraries/locations/dal_lib.asp,Point(-3.182083 54.157561)
http://www.wikidata.org/entity/Q26528962,Chats Palace,http://www.chatspalace.com/,Point(-0.042739 51.550266)
http://www.wikidata.org/entity/Q26560951,Calne Heritage Centre,http://www.calneheritage.co.uk/index.php,Point(-2.00431 51.437028)
http://www.wikidata.org/entity/Q26575639,Dudley Library,http://www.dudley.gov.uk/resident/libraries-archives/libraries/find-a-library/dudley-library/,Point(-2.085049 52.511705)
http://www.wikidata.org/entity/Q26614504,Ilkeston Library,http://www.derbyshire.gov.uk/leisure/libraries/find_your_local_library/ilkeston/default.asp,Point(-1.308963 52.970147)
http://www.wikidata.org/entity/Q26640448,Old Manor Park Library,http://oldmanorparklibrary.org/,Point(0.053763 51.553109)
http://www.wikidata.org/entity/Q26672713,Ashton-in-Makerfield Library,https://www.wigan.gov.uk/Resident/Libraries/Ashton-Library.aspx,Point(-2.639011 53.488881)
http://www.wikidata.org/entity/Q26676167,Milnrow Library,http://www.rochdale.gov.uk/library-services/local-libraries/Pages/milnrow-library.aspx,Point(-2.104572 53.606046)
http://www.wikidata.org/entity/Q29482456,Abergavenny Public Library,http://www.monmouthshire.gov.uk/community-hubs-libraries/abergavenny-community-hub/abergavenny-library,Point(-3.0216586 51.823085)
http://www.wikidata.org/entity/Q29483742,Bangor Library,https://www.gwynedd.llyw.cymru/en/Residents/Libraries-and-archives/Your-local-library/Bangor-library.aspx,Point(-4.127445 53.2277)
http://www.wikidata.org/entity/Q29489790,Carnegie House,http://www.carnegiehouse.co.uk/,Point(-3.5783353 51.507111)
http://www.wikidata.org/entity/Q29489897,Merthyr Tydfil Central Library,http://www.merthyrlibraries.co.uk/our-libraries/central-library.aspx,Point(-3.3777214 51.747249)
http://www.wikidata.org/entity/Q29496272,Pontypool Library,https://www.torfaen.gov.uk/en/Libraries/Libraries-mobilelibraryservice/Pontypool-Library.aspx,Point(-3.0396281 51.701661)
http://www.wikidata.org/entity/Q29499980,Taibach Library,http://www.taibachlibrary.org.uk/,Point(-3.7716846 51.586143)
http://www.wikidata.org/entity/Q29502773,Canton Library,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Canton-Library.aspx,Point(-3.2027737 51.482089)
http://www.wikidata.org/entity/Q29503585,Whitchurch Library,https://www.cardiff.gov.uk/ENG/resident/Libraries-and-archives/Find-a-library/Pages/Whitchurch-Library.aspx,Point(-3.2254154 51.516032)
http://www.wikidata.org/entity/Q29503942,Dowlais Library,http://www.merthyrlibraries.co.uk/our-libraries/dowlais-library.aspx,Point(-3.3539287 51.7610862)
http://www.wikidata.org/entity/Q29504201,Treharris Library,http://www.merthyrlibraries.co.uk/our-libraries/treharris-library.aspx,Point(-3.3039874 51.664135)
http://www.wikidata.org/entity/Q29504518,Rogerstone Library,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Rogerstone-Library-and-Information-Centre.aspx,Point(-3.0564769 51.586247)
http://www.wikidata.org/entity/Q31940411,The Old Library,http://newperspectives.co.uk/,Point(-1.194477 53.145833)
http://www.wikidata.org/entity/Q31940411,The Old Library,http://www.nottinghamshire.gov.uk/culture-leisure/arts/old-library,Point(-1.194477 53.145833)
http://www.wikidata.org/entity/Q45840770,Skipton Library,http://www.northyorks.gov.uk/article/25294/Skipton-library,Point(-2.016973 53.962389)
http://www.wikidata.org/entity/Q45840770,Skipton Library,http://www.northyorks.gov.uk/article/25294/Skipton-library,Point(-2.0167315 53.962363239)
http://www.wikidata.org/entity/Q53151704,Huthwaite Library,https://www.inspireculture.org.uk/reading-information/find-a-library/huthwaite-library,Point(-1.299963103 53.128300761)
http://www.wikidata.org/entity/Q1030648,Campbeltown Library and Museum,https://liveargyll.co.uk/facility/campbeltown-museum/,Point(-5.603052363 55.423859474)
http://www.wikidata.org/entity/Q1030648,Campbeltown Library and Museum,https://liveargyll.co.uk/facility/campbeltown-museum/#,Point(-5.603052363 55.423859474)
http://www.wikidata.org/entity/Q2336196,Montagu C. Butler Library,https://biblbut.wordpress.com/,Point(-2.1657 52.9429)
http://www.wikidata.org/entity/Q1602700,Radcliffe Camera,https://www.bodleian.ox.ac.uk/bodley/find-us/radcliffe_camera,Point(-1.2539 51.7534)
http://www.wikidata.org/entity/Q618626,Gladstone's Library,http://www.gladstoneslibrary.org,Point(-3.02729 53.1859)
http://www.wikidata.org/entity/Q618626,Gladstone's Library,http://www.st-deiniols.org/,Point(-3.02729 53.1859)
http://www.wikidata.org/entity/Q620788,Leighton Library,http://www.leightonlibrary.org.uk/,Point(-3.964416859 56.188619121)
http://www.wikidata.org/entity/Q631064,Garrison Library,http://www.ggl.gi/,Point(-5.35215 36.138966)
http://www.wikidata.org/entity/Q688663,Armitt Library,http://armitt.com/armitt_website/armitt-museum-and-library-ambleside-cumbria/,Point(-2.9633 54.4343)
http://www.wikidata.org/entity/Q688663,Armitt Library,https://www.armitt.com/,Point(-2.9633 54.4343)
http://www.wikidata.org/entity/Q12898871,North Devon Athenaeum,http://www.northdevonathenaeum.org.uk/index.html,Point(-4.058916702 51.077979772)
http://www.wikidata.org/entity/Q15275733,Scottish Poetry Library,http://www.scottishpoetrylibrary.org.uk/library/collections,Point(-3.178461 55.951425)
http://www.wikidata.org/entity/Q15275733,Scottish Poetry Library,https://www.scottishpoetrylibrary.org.uk,Point(-3.178461 55.951425)
http://www.wikidata.org/entity/Q15275733,Scottish Poetry Library,http://www.scottishpoetrylibrary.org.uk/library/collections,Point(-3.1781 55.9514)
http://www.wikidata.org/entity/Q15275733,Scottish Poetry Library,https://www.scottishpoetrylibrary.org.uk,Point(-3.1781 55.9514)
http://www.wikidata.org/entity/Q3918721,Francis Skaryna Belarusian Library and Museum,https://skaryna.org/,Point(-0.1848 51.6162)
http://www.wikidata.org/entity/Q4754243,Andersonian Library,http://www.lib.strath.ac.uk/abolib.htm,Point(-4.24064 55.8634)
http://www.wikidata.org/entity/Q4764154,Angus Library and Archive,http://theangus.rpc.ox.ac.uk,Point(-1.261394 51.756739)
http://www.wikidata.org/entity/Q4764154,Angus Library and Archive,http://theangus.rpc.ox.ac.uk,Point(-1.261 51.7573)
http://www.wikidata.org/entity/Q4916857,Birmingham and Midland Institute,https://www.bmi.org.uk/,Point(-1.9038 52.4814)
http://www.wikidata.org/entity/Q4918092,Bishopsgate Library,http://www.bishopsgate.org.uk/library,Point(-0.0793 51.5187)
http://www.wikidata.org/entity/Q5042665,Pepys Library,http://www.magd.cam.ac.uk/pepys,Point(0.11687 52.2107)
http://www.wikidata.org/entity/Q5225889,Darwen Library,http://www.blackburn.gov.uk/server.php?show=ConWebDoc.1116,Point(-2.466 53.6967)
http://www.wikidata.org/entity/Q5316583,Durham University Library,http://www.dur.ac.uk/library/,Point(-1.57333 54.7681)
http://www.wikidata.org/entity/Q5442858,Feminist Library,http://feministlibrary.co.uk,Point(-0.1055 51.4985)
http://www.wikidata.org/entity/Q5566950,Glasgow University Library,http://www.gla.ac.uk/services/library/,Point(-4.289 55.8733)
http://www.wikidata.org/entity/Q5566961,Glasgow Women's Library,http://womenslibrary.org.uk/,Point(-4.247 55.856)
http://www.wikidata.org/entity/Q5566961,Glasgow Women's Library,https://womenslibrary.org.uk/,Point(-4.247 55.856)
http://www.wikidata.org/entity/Q5566961,Glasgow Women's Library,http://womenslibrary.org.uk/,Point(-4.2276 55.849)
http://www.wikidata.org/entity/Q5566961,Glasgow Women's Library,https://womenslibrary.org.uk/,Point(-4.2276 55.849)
http://www.wikidata.org/entity/Q6542562,Library for Iranian Studies,http://www.iranianlibrary.org.uk/,Point(-0.275278 51.5075)
http://www.wikidata.org/entity/Q7057517,North of England Institute of Mining and Mechanical Engineers,http://www.mininginstitute.org.uk,Point(-1.614277777 54.969355555)
http://www.wikidata.org/entity/Q7057517,North of England Institute of Mining and Mechanical Engineers,https://mininginstitute.org.uk/,Point(-1.614277777 54.969355555)
http://www.wikidata.org/entity/Q7057517,North of England Institute of Mining and Mechanical Engineers,http://www.mininginstitute.org.uk,Point(-1.613757 54.969279)
http://www.wikidata.org/entity/Q7057517,North of England Institute of Mining and Mechanical Engineers,https://mininginstitute.org.uk/,Point(-1.613757 54.969279)
http://www.wikidata.org/entity/Q23308,British Library,https://www.bl.uk/,Point(-0.126944 51.529444)
http://www.wikidata.org/entity/Q666063,National Library of Wales,https://www.library.wales/,Point(-4.068469 52.414384)
http://www.wikidata.org/entity/Q666063,National Library of Wales,https://www.llyfrgell.cymru/,Point(-4.068469 52.414384)
http://www.wikidata.org/entity/Q17530977,William Salt Library,https://www.staffordshire.gov.uk/Heritage-and-archives/williamsalt/home.aspx,Point(-2.11397 52.8067)
http://www.wikidata.org/entity/Q17536878,Plume Library,http://www.thomasplumeslibrary.co.uk/,Point(0.678899 51.7316)
http://www.wikidata.org/entity/Q17570649,Signet Library,http://www.thesignetlibrary.co.uk/,Point(-3.19154 55.9491)
http://www.wikidata.org/entity/Q17570649,Signet Library,http://www.thesignetlibrary.co.uk/,Point(-3.191429 55.949128)
http://www.wikidata.org/entity/Q17742884,The Guest Keen,https://www.theguestkeen.co.uk/welcome,Point(-3.34907 51.7619)
http://www.wikidata.org/entity/Q17795789,Westerkirk Parish Library,http://www.futuremuseum.co.uk/about/partner-museums/a-z-list-of-partners/westerkirk-parish-library.aspx,Point(-3.08777 55.2001)
http://www.wikidata.org/entity/Q17803297,St Andrews Library,https://www.fifedirect.org.uk/atoz/index.cfm?fuseaction=facility.display&facid=93911A9C-CF86-11D5-909E0008C7844101&resc_title=Library,Point(-2.79591 56.3399)
http://www.wikidata.org/entity/Q17815564,Parkhead Library,https://www.glasgowlife.org.uk/libraries/venues/parkhead-library,Point(-4.195683 55.850447)
http://www.wikidata.org/entity/Q17815564,Parkhead Library,https://www.glasgowlife.org.uk/libraries/venues/parkhead-library,Point(-4.19569 55.8505)
http://www.wikidata.org/entity/Q18350525,Ahmed Iqbal Ullah Race Relations Resource Centre,http://www.racearchive.manchester.ac.uk/,Point(-2.244722 53.478056)
http://www.wikidata.org/entity/Q7793041,Thomas Parry Library,http://www.aber.ac.uk/en/is/library/tp/,Point(-4.05417 52.4103)
http://www.wikidata.org/entity/Q8034193,Worcester Library,http://www.thehiveworcester.org/,Point(-2.22594 52.1938)
http://www.wikidata.org/entity/Q16147979,Bodleian Libraries,https://www.bodleian.ox.ac.uk/,Point(-1.254042 51.754073)
http://www.wikidata.org/entity/Q17570659,St Andrews University Library,http://www.st-andrews.ac.uk/library/,Point(-2.79386 56.3391)
http://www.wikidata.org/entity/Q17570659,St Andrews University Library,http://www.st-andrews.ac.uk/library/,Point(-2.79607 56.34195)
http://www.wikidata.org/entity/Q24568958,Leeds University Library,https://library.leeds.ac.uk/,Point(-1.553793 53.807978)
http://www.wikidata.org/entity/Q24753100,University of Sheffield Library,https://www.sheffield.ac.uk/library,Point(-1.48805 53.38257)
http://www.wikidata.org/entity/Q24753366,University of York Library,https://www.york.ac.uk/library/,Point(-1.053611111 53.949166666)
http://www.wikidata.org/entity/Q26204031,Sir Duncan Rice Library,http://www.abdn.ac.uk/library/about/main/,Point(-2.105614 57.164984)
http://www.wikidata.org/entity/Q1670994,National Library of Scotland,https://www.nls.uk/,Point(-3.19173 55.948696)
http://www.wikidata.org/entity/Q4892643,Bermuda National Library,http://www.bnl.bm/,Point(-64.7865 32.2929)
http://www.wikidata.org/entity/Q15116334,National Poetry Library,http://www.poetrylibrary.org.uk/about/,Point(-0.11676111 51.50571111)
http://www.wikidata.org/entity/Q15223702,Hereford Cathedral Library,http://www.herefordcathedral.org/visit-us,Point(-2.715898 52.054219)
http://www.wikidata.org/entity/Q20031717,Sparkhill Library,http://www.libraryofbirmingham.com/1318250684463,Point(-1.8643399 52.4503933)
http://www.wikidata.org/entity/Q47454892,Exeter Cathedral Library,https://www.exeter-cathedral.org.uk/history-heritage/library-archives/,Point(-3.53 50.7225)
http://www.wikidata.org/entity/Q5053205,Catholic National Library,http://www.catholic-library.org.uk/,Point(-0.7499 51.2968)
http://www.wikidata.org/entity/Q5482622,Francis Trigge Chained Library,http://www.stwulframs.org.uk/the-francis-trigge-chained-library/,Point(-0.6408 52.9147)
http://www.wikidata.org/entity/Q82133,Bodleian Library,https://www.bodleian.ox.ac.uk/libraries/old-library,Point(-1.255138888 51.753972222)
http://www.wikidata.org/entity/Q26426950,Harrison House,http://www.malikhouse.co.uk/business-centres/harrison-house/,Point(-1.863202 53.720795)
http://www.wikidata.org/entity/Q1028334,Cambridge University Library,http://www.lib.cam.ac.uk/,Point(0.108055555 52.205166666)
http://www.wikidata.org/entity/Q1167115,The Maughan Library,http://www.kcl.ac.uk/library/visiting/maughan.aspx,Point(-0.1106 51.5153)
http://www.wikidata.org/entity/Q2371017,British Library of Political and Economic Science,http://www.lse.ac.uk/library,Point(-0.115556 51.5146)
http://www.wikidata.org/entity/Q4829468,Avril Robarts Library,https://www.ljmu.ac.uk/microsites/library?utm_medium=301_Redirect&utm_source=/library,Point(-2.9884 53.4111)
http://www.wikidata.org/entity/Q4936645,Bodleian Law Library,http://www.bodleian.ox.ac.uk/law,Point(-1.2477 51.757)
http://www.wikidata.org/entity/Q4975734,Brotherton Library,https://library.leeds.ac.uk,Point(-1.55344 53.8078)
http://www.wikidata.org/entity/Q5316583,Durham University Library,http://www.dur.ac.uk/library/,Point(-1.57333 54.7681)
http://www.wikidata.org/entity/Q7017504,Newcastle University Library,http://www.ncl.ac.uk/library,Point(-1.6113 54.981)
http://www.wikidata.org/entity/Q7194086,Pilkington Library,http://www.lboro.ac.uk/library/,Point(-1.237 52.763)
http://www.wikidata.org/entity/Q64577851,Lanchester library,https://www.coventry.ac.uk/study-at-coventry/student-support/academic-support/lanchester-library/,Point(-1.500563 52.406017)
http://www.wikidata.org/entity/Q64605555,Jerwood Library of the Performing Arts,http://www.trinitylaban.ac.uk/jerwoodlibrary,Point(-0.006714 51.483547)
http://www.wikidata.org/entity/Q70510505,Exeter University Library,http://www.exeter.ac.uk/library/,Point(-3.533206 50.735464)
http://www.wikidata.org/entity/Q76834801,Imperial College Central Library,https://imperial.ac.uk/library,Point(-0.178333333 51.498333333)
http://www.wikidata.org/entity/Q76834801,Imperial College Central Library,https://www.imperial.ac.uk/admin-services/library/,Point(-0.178333333 51.498333333)
http://www.wikidata.org/entity/Q81165027,Trinity College Library,https://www.trin.cam.ac.uk/library,Point(0.1152478 52.207272)
http://www.wikidata.org/entity/Q81165331,"Taylor Institution Library, University of Oxford",http://www.bodleian.ox.ac.uk/taylor,Point(-1.262732 51.757278)
http://www.wikidata.org/entity/Q81165734,University of Brighton Hastings Campus Library,https://staff.brighton.ac.uk/is/libraries/Pages/Opening-hours/Hastings-Campus-Library.aspx,Point(0.578614 50.85654)
http://www.wikidata.org/entity/Q28845981,Orkney Library and Archive,http://www.orkneylibrary.org.uk/kirklibrary.htm,Point(-2.9651111 58.9820556)
http://www.wikidata.org/entity/Q28845981,Orkney Library and Archive,http://www.orkneylibrary.org.uk/,Point(-2.9651111 58.9820556)
http://www.wikidata.org/entity/Q28920226,Nottingham Central Library,http://www.nottinghamcity.gov.uk/libraries/find-a-library/nottingham-central-library/,Point(-1.153199 52.953882)
http://www.wikidata.org/entity/Q28920237,Swindon Central Library,http://www.swindon.gov.uk/libraries,Point(-1.7835637 51.55862)
http://www.wikidata.org/entity/Q28942489,Plymouth Central Library,https://www.plymouth.gov.uk/libraries/findlibraryandopeninghours/centrallibrary,Point(-4.1454419 50.373277)
http://www.wikidata.org/entity/Q29042689,Bath Central Library,https://beta.bathnes.gov.uk/bath-central-library,Point(-2.359235 51.383458)
http://www.wikidata.org/entity/Q29505153,Singleton Park Library,https://www.swansea.ac.uk/library,Point(-3.978314 51.610107)
http://www.wikidata.org/entity/Q50231146,Hugh Owen Library,https://www.aber.ac.uk/en/is/library-services/hughowen/,Point(-4.06418 52.416559)
http://www.wikidata.org/entity/Q50231182,Physical Sciences Library,https://www.aber.ac.uk/en/is/library-services/physicalscience/,Point(-4.06557 52.415967)
http://www.wikidata.org/entity/Q50231189,Bangor University Main Library,https://www.bangor.ac.uk/library/index.php.en,Point(-4.129515 53.229637)
http://www.wikidata.org/entity/Q50231193,Adeilad Deiniol Library,https://www.bangor.ac.uk/library/index.php.en,Point(-4.13033 53.226618)
http://www.wikidata.org/entity/Q50231198,Normal Site Library,https://www.bangor.ac.uk/library/index.php.en,Point(-4.147557 53.224635)
http://www.wikidata.org/entity/Q50231207,Healthcare Sciences Library,https://www.bangor.ac.uk/library/index.php.en,Point(-3.014079 53.049149)
http://www.wikidata.org/entity/Q50231214,Cyncoed Library,http://study.cardiffmet.ac.uk/Library/Pages/Home.aspx,Point(-3.161733 51.510702)
http://www.wikidata.org/entity/Q50231221,Llandaff Learning Centre,http://study.cardiffmet.ac.uk/Library/Pages/Home.aspx,Point(-3.213038 51.496145)
http://www.wikidata.org/entity/Q50231229,Aberconway Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/aberconway-library,Point(-3.185816 51.492504)
http://www.wikidata.org/entity/Q50231237,Architecture Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/architecture-library,Point(-3.182281 51.486761)
http://www.wikidata.org/entity/Q50231247,Arts and Social Studies Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/arts-and-social-studies-library,Point(-3.182098 51.490169)
http://www.wikidata.org/entity/Q50231257,Bute Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/bute-library,Point(-3.182522 51.486638)
http://www.wikidata.org/entity/Q50231277,Law Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/law-library,Point(-3.182125 51.490107)
http://www.wikidata.org/entity/Q50231286,Music Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/music-library,Point(-3.181626 51.492648)
http://www.wikidata.org/entity/Q50231296,Science Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/science-library,Point(-3.179369 51.487739)
http://www.wikidata.org/entity/Q50231304,Senghennydd Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/senghennydd-library,Point(-3.175633 51.487514)
http://www.wikidata.org/entity/Q50231311,Special Collections and Archives,http://www.cardiff.ac.uk/libraries/locations-opening-hours/special-collections-and-archives,Point(-3.182184 51.490366)
http://www.wikidata.org/entity/Q50231318,Trevithick Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/trevithick-library,Point(-3.170275 51.484672)
http://www.wikidata.org/entity/Q50231327,RWCMD Library,https://www.rwcmd.ac.uk/student_life/library.aspx,Point(-3.184201 51.486425)
http://www.wikidata.org/entity/Q50231333,Bay Library,http://www.swansea.ac.uk/library,Point(-3.878815 51.619036)
http://www.wikidata.org/entity/Q50231341,South Wales Miners' Library,http://www.swansea.ac.uk/iss/swml/,Point(-4.006457 51.62513)
http://www.wikidata.org/entity/Q50231346,St. David's Park Library,http://www.swansea.ac.uk/library/ourlibraries/stdavidspark/,Point(-4.332838 51.856799)
http://www.wikidata.org/entity/Q50231354,Banwen Library,http://www.swansea.ac.uk/iss/banwen/,Point(-3.657991 51.771957)
http://www.wikidata.org/entity/Q50231363,Treforest Library,http://studentlibrary.southwales.ac.uk/TRLibrary/,Point(-3.327208 51.589153)
http://www.wikidata.org/entity/Q50231369,Glyntaff Library,http://studentlibrary.southwales.ac.uk/GTLibrary/,Point(-3.327563 51.589613)
http://www.wikidata.org/entity/Q50231378,"Cardiff Library, USW",http://studentlibrary.southwales.ac.uk/CDlibrary/,Point(-3.169362 51.47923)
http://www.wikidata.org/entity/Q50231385,Newport Library,http://studentlibrary.southwales.ac.uk/CIlibrary/,Point(-2.990073 51.585966)
http://www.wikidata.org/entity/Q50231389,Carmarthen Campus Library,http://www.uwtsd.ac.uk/carmarthen-library/,Point(-4.328624 51.85841)
http://www.wikidata.org/entity/Q50231400,Lampeter Campus Library,http://www.uwtsd.ac.uk/lampeter-library/,Point(-4.076388888 52.112888888)
http://www.wikidata.org/entity/Q50231411,Swansea Business School Library,https://www.uwtsd.ac.uk/swansea-libraries/,Point(-3.9405 51.6267)
http://www.wikidata.org/entity/Q50231419,Griffith Library,https://www.uwtsd.ac.uk/swansea-libraries/,Point(-3.946092 51.621908)
http://www.wikidata.org/entity/Q50231426,Owen Library,http://www.uwtsd.ac.uk/library/our-libraries/-owen-library---swansea/,Point(-3.948293 51.6241)
http://www.wikidata.org/entity/Q50231435,Townhill Library,http://www.uwtsd.ac.uk/library/our-libraries/townhill-library---swansea/,Point(-3.973918 51.624122)
http://www.wikidata.org/entity/Q50231446,Wrexham Glyndwr University Library,https://moodle.glyndwr.ac.uk/course/view.php?id=15830,Point(-3.006401 53.053261)
http://www.wikidata.org/entity/Q50231603,Archie Cochrane Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/archie-cochrane-library,Point(-3.198205 51.449093)
http://www.wikidata.org/entity/Q50231615,Brian Cooke Dental Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/brian-cooke-dental-library,Point(-3.192519 51.506882)
http://www.wikidata.org/entity/Q50231628,Velindre NHS Trust Library,http://www.wales.nhs.uk/velindrelibrary,Point(-3.22773 51.515871)
http://www.wikidata.org/entity/Q50231639,Health Library,http://www.cardiff.ac.uk/libraries/locations-opening-hours/health-library,Point(-3.186453 51.507934)
http://www.wikidata.org/entity/Q30264838,Lambeth Palace Library,http://www.lambethpalacelibrary.org/,Point(-0.120152 51.495308)
http://www.wikidata.org/entity/Q30264838,Lambeth Palace Library,http://www.lambethpalacelibrary.org/,Point(-0.120314 51.495726)
http://www.wikidata.org/entity/Q31678351,Market Hall Cinema,https://www.markethallcinema.co.uk/,Point(-3.175975 51.797158333)
http://www.wikidata.org/entity/Q45343707,Alexander Library of Ornithology,http://libguides.bodleian.ox.ac.uk/alexanderlibrary,Point(-1.2469 51.7512)
http://www.wikidata.org/entity/Q47109088,English Faculty Library,http://www.bodleian.ox.ac.uk/english,Point(-1.246353 51.756851)
http://www.wikidata.org/entity/Q51915999,Somerville College Library,http://www.some.ox.ac.uk/library-it/,Point(-1.263083333 51.759388888)
http://www.wikidata.org/entity/Q52556635,Sherardian Library of Plant Taxonomy,https://www.bodleian.ox.ac.uk/libraries/sherardian-library/,Point(-1.252735 51.759076)
http://www.wikidata.org/entity/Q53344574,Crownhill Library,https://www.plymouth.gov.uk/libraries/findlibraryandopeninghours/crownhilllibrary,Point(-4.132886 50.406771)
http://www.wikidata.org/entity/Q53549056,Devonport Library,https://www.plymouth.gov.uk/libraries/findlibraryandopeninghours/devonportlibrary,Point(-4.174635 50.371847)
http://www.wikidata.org/entity/Q53549814,Efford Library,https://www.plymouth.gov.uk/libraries/findlibraryandopeninghours/effordlibrary,Point(-4.110141 50.38829)
http://www.wikidata.org/entity/Q53550591,Estover Library,https://www.plymouth.gov.uk/libraries/findlibraryandopeninghours/estoverlibrary,Point(-4.100665 50.411527)
http://www.wikidata.org/entity/Q53550826,North Prospect Library,https://www.plymouth.gov.uk/libraries/findlibraryandopeninghours/northprospectlibrary,Point(-4.166484 50.392927)
http://www.wikidata.org/entity/Q53551129,Peverell Library,https://www.plymouth.gov.uk/libraries/findlibraryandopeninghours/peverelllibrary,Point(-4.145385 50.393952)
