,MSOA11CD,count_sin,sum,count_sdep,sdep/sum,sdep/sin,library_name_sum,filtered_library_name_sum,keyword_frequency_sum,Total annual income,POPDEN
260,E02000275,161.0,2348.0,21.0,0.894378194,13.04347826,5.0,0.0,0.0,47100.0,60.6
261,E02000276,169.0,2723.0,10.0,0.367242012,5.917159763,5.0,0.0,0.0,72200.0,79.9
262,E02000277,431.0,2627.0,63.0,2.398172821,14.61716937,4.0,0.0,0.0,48100.0,67.6
263,E02000278,584.0,3339.0,88.0,2.635519617,15.06849315,4.0,0.0,0.0,46000.0,67.2
264,E02000279,896.0,4416.0,136.0,3.079710145,15.17857143,4.0,0.0,0.0,47900.0,43.3
265,E02000280,338.0,3413.0,53.0,1.552886024,15.68047337,4.0,0.0,0.0,55500.0,5.5
266,E02000281,527.0,3548.0,75.0,2.113866967,14.23149905,6.0,0.0,0.0,49400.0,46.6
267,E02000282,754.0,3466.0,109.0,3.144835545,14.45623342,6.0,0.0,0.0,41500.0,72.2
268,E02000283,485.0,2799.0,79.0,2.822436584,16.28865979,5.0,0.0,0.0,49900.0,73.9
269,E02000284,353.0,3616.0,38.0,1.050884956,10.76487252,4.0,0.0,0.0,58800.0,63.9
270,E02000285,132.0,2462.0,14.0,0.568643379,10.60606061,6.0,0.0,0.0,66200.0,67.0
271,E02000286,302.0,4004.0,27.0,0.674325674,8.940397351,4.0,0.0,0.0,58600.0,39.8
272,E02000287,155.0,2873.0,18.0,0.626522798,11.61290323,5.0,0.0,0.0,58100.0,7.7
273,E02000288,647.0,4054.0,96.0,2.368031574,14.83771252,7.0,0.0,0.0,44900.0,49.6
274,E02000289,112.0,2420.0,19.0,0.785123967,16.96428571,6.0,0.0,0.0,66000.0,19.3
275,E02000290,528.0,2520.0,67.0,2.658730159,12.68939394,8.0,2.0,14.0,43100.0,14.8
276,E02000291,510.0,4328.0,59.0,1.363216266,11.56862745,6.0,0.0,0.0,53900.0,77.1
277,E02000292,425.0,3568.0,53.0,1.485426009,12.47058824,7.0,0.0,0.0,57000.0,50.7
278,E02000293,113.0,2490.0,6.0,0.240963855,5.309734513,6.0,0.0,0.0,68500.0,29.2
279,E02000294,450.0,3089.0,71.0,2.298478472,15.77777778,7.0,2.0,14.0,48000.0,59.2
280,E02000295,294.0,3350.0,40.0,1.194029851,13.60544218,8.0,0.0,0.0,61800.0,51.7
281,E02000296,364.0,4040.0,33.0,0.816831683,9.065934066,7.0,0.0,0.0,54600.0,52.9
282,E02000297,177.0,3473.0,18.0,0.518283904,10.16949153,7.0,0.0,0.0,61100.0,57.4
283,E02000298,137.0,3060.0,8.0,0.261437908,5.839416058,10.0,0.0,0.0,69500.0,39.9
284,E02000299,504.0,3315.0,65.0,1.960784314,12.8968254,7.0,0.0,0.0,43600.0,106.2
285,E02000300,399.0,3000.0,64.0,2.133333333,16.04010025,9.0,0.0,0.0,46500.0,105.0
286,E02000301,660.0,3723.0,91.0,2.444265377,13.78787879,10.0,3.0,43.0,42300.0,55.2
287,E02000302,219.0,3119.0,32.0,1.025969862,14.61187215,10.0,0.0,0.0,59400.0,52.7
288,E02000303,392.0,2976.0,64.0,2.150537634,16.32653061,8.0,0.0,0.0,41300.0,67.5
289,E02000304,104.0,2912.0,10.0,0.343406593,9.615384615,9.0,0.0,0.0,68100.0,47.0
290,E02000305,206.0,3455.0,25.0,0.723589001,12.13592233,7.0,0.0,0.0,66200.0,89.8
291,E02000306,585.0,3398.0,98.0,2.884049441,16.75213675,7.0,1.0,29.0,39200.0,43.8
292,E02000307,391.0,3342.0,38.0,1.137043686,9.718670077,9.0,0.0,0.0,52700.0,89.3
293,E02000308,312.0,3227.0,30.0,0.929656027,9.615384615,8.0,0.0,0.0,57000.0,67.4
294,E02000309,588.0,3991.0,92.0,2.30518667,15.6462585,7.0,1.0,29.0,42500.0,64.4
295,E02000311,358.0,3634.0,56.0,1.541001651,15.6424581,10.0,1.0,2.0,52800.0,69.7
296,E02000312,325.0,4494.0,25.0,0.556297285,7.692307692,10.0,1.0,2.0,59400.0,79.9
297,E02000313,394.0,2596.0,84.0,3.235747304,21.31979695,4.0,1.0,1.0,41400.0,89.9
298,E02000314,708.0,4534.0,92.0,2.029113366,12.99435028,9.0,2.0,3.0,53200.0,41.3
299,E02000315,514.0,3490.0,82.0,2.349570201,15.95330739,8.0,1.0,1.0,43800.0,76.1
300,E02000317,414.0,2820.0,69.0,2.446808511,16.66666667,5.0,1.0,2.0,47700.0,128.2
301,E02000318,362.0,3581.0,63.0,1.759285116,17.40331492,8.0,2.0,3.0,46500.0,89.1
302,E02000319,394.0,3918.0,53.0,1.352730985,13.45177665,6.0,2.0,3.0,49600.0,118.5
303,E02000320,302.0,2556.0,46.0,1.799687011,15.23178808,9.0,1.0,1.0,51600.0,45.4
304,E02000321,411.0,2959.0,62.0,2.095302467,15.08515815,5.0,2.0,3.0,42200.0,115.7
305,E02000323,591.0,4820.0,71.0,1.473029046,12.01353638,6.0,2.0,3.0,48100.0,140.2
306,E02000324,317.0,2853.0,49.0,1.717490361,15.45741325,5.0,1.0,2.0,49700.0,56.1
307,E02000326,230.0,3047.0,29.0,0.951755825,12.60869565,4.0,0.0,0.0,61500.0,96.8
308,E02000327,320.0,2636.0,57.0,2.162367223,17.8125,6.0,1.0,2.0,47000.0,36.7
309,E02000328,160.0,2945.0,23.0,0.78098472,14.375,7.0,1.0,2.0,69300.0,75.4
310,E02000329,246.0,2462.0,30.0,1.218521527,12.19512195,6.0,2.0,3.0,51000.0,35.1
311,E02000331,319.0,3191.0,50.0,1.566906926,15.67398119,5.0,1.0,2.0,53200.0,78.9
312,E02000332,232.0,3000.0,36.0,1.2,15.51724138,6.0,2.0,3.0,61900.0,35.9
313,E02000333,148.0,2886.0,18.0,0.623700624,12.16216216,7.0,1.0,8.0,72800.0,49.7
314,E02000334,210.0,2545.0,43.0,1.689587426,20.47619048,6.0,1.0,8.0,52700.0,46.7
315,E02000335,135.0,2592.0,19.0,0.733024691,14.07407407,6.0,0.0,0.0,66800.0,50.6
316,E02000337,275.0,3085.0,60.0,1.944894652,21.81818182,6.0,1.0,8.0,51800.0,56.5
317,E02000339,133.0,2592.0,21.0,0.810185185,15.78947368,3.0,0.0,0.0,62400.0,47.5
318,E02000340,168.0,3019.0,24.0,0.79496522,14.28571429,7.0,0.0,0.0,57200.0,18.6
319,E02000341,412.0,2939.0,81.0,2.756039469,19.66019417,10.0,2.0,9.0,46500.0,42.9
320,E02000342,216.0,2341.0,29.0,1.238786843,13.42592593,7.0,0.0,0.0,47500.0,47.4
321,E02000343,215.0,2695.0,32.0,1.187384045,14.88372093,6.0,0.0,0.0,52200.0,53.1
322,E02000344,136.0,2449.0,20.0,0.816659861,14.70588235,5.0,0.0,0.0,60400.0,49.4
323,E02000345,185.0,2590.0,22.0,0.849420849,11.89189189,8.0,5.0,12.0,44300.0,144.4
324,E02000346,553.0,3971.0,111.0,2.795265676,20.07233273,9.0,6.0,13.0,53200.0,104.6
325,E02000347,192.0,2581.0,32.0,1.239829523,16.66666667,8.0,5.0,12.0,45600.0,116.0
326,E02000348,317.0,2725.0,47.0,1.724770642,14.82649842,7.0,5.0,12.0,41500.0,145.4
327,E02000350,205.0,3693.0,32.0,0.866504197,15.6097561,8.0,6.0,18.0,60300.0,167.7
328,E02000351,301.0,4229.0,36.0,0.851265074,11.96013289,11.0,5.0,11.0,67400.0,163.1
329,E02000352,274.0,2689.0,60.0,2.231312756,21.89781022,11.0,6.0,18.0,61800.0,90.2
330,E02000353,154.0,3157.0,17.0,0.538485904,11.03896104,10.0,6.0,18.0,66800.0,139.4
331,E02000354,366.0,3995.0,73.0,1.827284105,19.94535519,8.0,7.0,20.0,50500.0,119.8
332,E02000355,242.0,3116.0,45.0,1.444159178,18.59504132,6.0,6.0,17.0,58300.0,129.3
333,E02000356,188.0,3062.0,32.0,1.045068583,17.0212766,9.0,6.0,17.0,70700.0,182.3
334,E02000357,421.0,2723.0,91.0,3.341902314,21.6152019,8.0,3.0,9.0,45000.0,41.6
335,E02000358,397.0,4818.0,66.0,1.369863014,16.62468514,11.0,8.0,22.0,56200.0,179.4
336,E02000359,234.0,2435.0,46.0,1.889117043,19.65811966,4.0,4.0,14.0,56600.0,150.7
337,E02000360,641.0,4850.0,104.0,2.144329897,16.22464899,7.0,6.0,17.0,49400.0,206.7
338,E02000361,295.0,3678.0,51.0,1.386623165,17.28813559,7.0,5.0,16.0,58700.0,128.6
339,E02000362,325.0,2802.0,84.0,2.997858672,25.84615385,8.0,4.0,24.0,51300.0,49.1
340,E02000363,728.0,4446.0,126.0,2.834008097,17.30769231,6.0,5.0,29.0,45300.0,181.8
341,E02000364,323.0,4098.0,62.0,1.512933138,19.19504644,9.0,7.0,20.0,62600.0,133.5
342,E02000366,341.0,3540.0,57.0,1.610169492,16.71554252,7.0,4.0,25.0,51700.0,132.3
343,E02000367,388.0,4592.0,53.0,1.154181185,13.65979381,10.0,6.0,47.0,66400.0,131.8
344,E02000368,416.0,4154.0,77.0,1.853635051,18.50961538,13.0,8.0,51.0,52300.0,151.5
345,E02000369,565.0,5929.0,81.0,1.366166301,14.33628319,16.0,8.0,51.0,61100.0,178.3
346,E02000370,423.0,3993.0,73.0,1.828199349,17.25768322,17.0,8.0,85.0,56600.0,170.1
347,E02000372,358.0,3877.0,65.0,1.676554037,18.15642458,11.0,5.0,11.0,48300.0,26.7
348,E02000373,390.0,2539.0,60.0,2.363135093,15.38461538,7.0,4.0,9.0,44600.0,163.3
349,E02000374,242.0,2612.0,46.0,1.761102603,19.00826446,5.0,2.0,3.0,58100.0,135.5
350,E02000375,325.0,3497.0,52.0,1.486988848,16,9.0,6.0,13.0,53800.0,93.9
351,E02000376,180.0,3184.0,26.0,0.816582915,14.44444444,5.0,2.0,3.0,54900.0,168.7
352,E02000377,255.0,3446.0,30.0,0.870574579,11.76470588,5.0,2.0,2.0,55900.0,184.2
353,E02000378,176.0,3248.0,20.0,0.615763547,11.36363636,7.0,4.0,7.0,60800.0,222.1
354,E02000379,193.0,3103.0,39.0,1.256848211,20.20725389,6.0,2.0,2.0,66500.0,111.7
355,E02000380,138.0,2499.0,15.0,0.600240096,10.86956522,6.0,2.0,2.0,71600.0,166.4
356,E02000381,214.0,3548.0,29.0,0.817361894,13.55140187,9.0,5.0,9.0,66200.0,140.5
357,E02000382,163.0,2772.0,31.0,1.118326118,19.01840491,6.0,2.0,2.0,66000.0,100.0
358,E02000383,189.0,4113.0,28.0,0.680768296,14.81481481,10.0,6.0,12.0,62200.0,157.1
359,E02000384,308.0,3806.0,43.0,1.12979506,13.96103896,7.0,3.0,4.0,54100.0,93.6
360,E02000385,90.0,2850.0,8.0,0.280701754,8.888888889,7.0,4.0,7.0,73100.0,154.1
361,E02000386,317.0,3365.0,67.0,1.991084695,21.13564669,8.0,5.0,10.0,50600.0,186.0
362,E02000387,184.0,2586.0,28.0,1.082753287,15.2173913,7.0,4.0,7.0,58700.0,153.8
363,E02000388,188.0,4126.0,22.0,0.533204072,11.70212766,10.0,7.0,17.0,66500.0,154.3
364,E02000389,149.0,3679.0,15.0,0.407719489,10.06711409,8.0,2.0,3.0,79100.0,131.4
365,E02000390,132.0,2719.0,21.0,0.772342773,15.90909091,7.0,3.0,5.0,64400.0,185.4
366,E02000391,160.0,3281.0,24.0,0.731484304,15,10.0,5.0,15.0,70000.0,116.2
367,E02000392,241.0,4037.0,32.0,0.792667823,13.2780083,7.0,2.0,4.0,65700.0,173.1
368,E02000393,103.0,2591.0,11.0,0.424546507,10.67961165,6.0,2.0,3.0,84900.0,169.4
369,E02000394,369.0,4348.0,62.0,1.425942962,16.80216802,9.0,3.0,10.0,62800.0,117.8
370,E02000395,91.0,2639.0,12.0,0.454717696,13.18681319,7.0,1.0,2.0,85400.0,61.4
371,E02000396,197.0,2767.0,31.0,1.120346946,15.73604061,7.0,2.0,4.0,66300.0,106.1
372,E02000397,319.0,3475.0,45.0,1.294964029,14.10658307,7.0,1.0,2.0,53000.0,138.6
373,E02000398,411.0,2881.0,74.0,2.568552586,18.00486618,7.0,1.0,2.0,39500.0,59.8
374,E02000400,340.0,3117.0,36.0,1.154956689,10.58823529,8.0,1.0,2.0,58000.0,57.5
375,E02000401,287.0,2475.0,45.0,1.818181818,15.67944251,7.0,2.0,4.0,45900.0,90.2
376,E02000402,372.0,2422.0,45.0,1.857968621,12.09677419,8.0,2.0,4.0,43700.0,70.5
377,E02000403,201.0,2989.0,22.0,0.736032118,10.94527363,8.0,1.0,2.0,57700.0,84.6
378,E02000404,248.0,2665.0,42.0,1.575984991,16.93548387,8.0,2.0,4.0,51800.0,114.1
379,E02000405,137.0,2465.0,15.0,0.60851927,10.94890511,12.0,2.0,4.0,78100.0,36.7
380,E02000406,231.0,2597.0,43.0,1.655756642,18.61471861,7.0,2.0,4.0,51800.0,153.4
381,E02000407,380.0,3005.0,49.0,1.630615641,12.89473684,6.0,1.0,2.0,46400.0,140.1
382,E02000408,386.0,3002.0,51.0,1.698867422,13.21243523,6.0,1.0,2.0,45100.0,147.0
383,E02000409,270.0,2369.0,47.0,1.983959477,17.40740741,8.0,3.0,7.0,44800.0,94.0
384,E02000410,146.0,2617.0,19.0,0.726022163,13.01369863,9.0,1.0,2.0,77300.0,89.0
385,E02000411,511.0,3953.0,82.0,2.074373893,16.04696673,7.0,2.0,3.0,49000.0,53.5
386,E02000412,259.0,2871.0,49.0,1.706722396,18.91891892,9.0,2.0,4.0,49200.0,89.6
387,E02000413,220.0,2961.0,30.0,1.013171226,13.63636364,9.0,1.0,11.0,70400.0,61.5
388,E02000414,251.0,2721.0,42.0,1.543550165,16.73306773,5.0,2.0,4.0,52500.0,175.2
389,E02000415,210.0,2836.0,33.0,1.163610719,15.71428571,7.0,4.0,9.0,54400.0,97.2
390,E02000416,313.0,3919.0,42.0,1.071701965,13.41853035,7.0,2.0,4.0,60100.0,119.1
391,E02000417,132.0,2870.0,22.0,0.766550523,16.66666667,10.0,2.0,4.0,78000.0,63.0
392,E02000418,108.0,2207.0,8.0,0.362483009,7.407407407,8.0,2.0,4.0,79800.0,77.2
393,E02000419,247.0,3650.0,42.0,1.150684932,17.00404858,8.0,4.0,9.0,58700.0,126.3
394,E02000420,313.0,3437.0,44.0,1.280186209,14.05750799,7.0,4.0,8.0,48700.0,128.8
395,E02000421,391.0,3140.0,59.0,1.878980892,15.08951407,5.0,3.0,6.0,45400.0,91.2
396,E02000422,300.0,2888.0,43.0,1.488919668,14.33333333,7.0,5.0,10.0,48400.0,144.2
397,E02000423,154.0,2674.0,35.0,1.308900524,22.72727273,8.0,5.0,10.0,59100.0,122.8
398,E02000424,184.0,2986.0,23.0,0.770261219,12.5,11.0,4.0,10.0,68400.0,108.1
399,E02000425,151.0,2162.0,20.0,0.92506938,13.24503311,6.0,5.0,12.0,45900.0,134.1
400,E02000426,127.0,2745.0,19.0,0.692167577,14.96062992,10.0,3.0,30.0,74500.0,30.2
401,E02000427,130.0,2871.0,17.0,0.592128178,13.07692308,13.0,7.0,15.0,59100.0,63.8
402,E02000428,313.0,2920.0,46.0,1.575342466,14.69648562,9.0,6.0,14.0,48400.0,117.7
403,E02000429,120.0,3202.0,9.0,0.281074329,7.5,9.0,3.0,7.0,79100.0,69.9
404,E02000430,153.0,3247.0,14.0,0.431167231,9.150326797,11.0,4.0,10.0,78300.0,112.6
405,E02000431,114.0,2844.0,13.0,0.457102672,11.40350877,6.0,2.0,5.0,81100.0,109.6
406,E02000432,117.0,2799.0,15.0,0.535905681,12.82051282,11.0,5.0,12.0,66400.0,120.4
407,E02000433,158.0,3539.0,29.0,0.81944052,18.35443038,2.0,0.0,0.0,57700.0,12.2
408,E02000434,164.0,3638.0,21.0,0.577240242,12.80487805,4.0,0.0,0.0,57300.0,43.8
409,E02000435,141.0,2810.0,27.0,0.960854093,19.14893617,3.0,0.0,0.0,56200.0,41.1
410,E02000436,58.0,2044.0,7.0,0.342465753,12.06896552,4.0,0.0,0.0,67600.0,12.2
411,E02000437,194.0,3091.0,28.0,0.90585571,14.43298969,4.0,0.0,0.0,55800.0,60.0
412,E02000438,179.0,3044.0,30.0,0.985545335,16.75977654,4.0,0.0,0.0,53700.0,45.2
413,E02000439,184.0,2947.0,23.0,0.7804547,12.5,6.0,0.0,0.0,55600.0,77.2
414,E02000440,112.0,3054.0,16.0,0.523903078,14.28571429,3.0,0.0,0.0,65300.0,64.0
415,E02000441,171.0,2793.0,25.0,0.89509488,14.61988304,4.0,0.0,0.0,60300.0,28.7
416,E02000442,107.0,2665.0,11.0,0.412757974,10.28037383,6.0,0.0,0.0,63300.0,76.4
417,E02000443,300.0,3548.0,43.0,1.211950395,14.33333333,4.0,0.0,0.0,52600.0,96.8
418,E02000444,136.0,2670.0,22.0,0.823970037,16.17647059,5.0,0.0,0.0,60400.0,77.7
419,E02000445,311.0,3820.0,45.0,1.178010471,14.46945338,5.0,0.0,0.0,51600.0,81.9
420,E02000447,143.0,2741.0,15.0,0.547245531,10.48951049,4.0,0.0,0.0,66100.0,33.2
421,E02000448,118.0,2761.0,20.0,0.724375226,16.94915254,4.0,0.0,0.0,70400.0,38.6
422,E02000449,123.0,2527.0,17.0,0.672734468,13.82113821,4.0,1.0,3.0,54800.0,88.6
423,E02000451,83.0,2328.0,4.0,0.171821306,4.819277108,5.0,0.0,0.0,73600.0,41.0
424,E02000452,239.0,3453.0,26.0,0.752968433,10.87866109,4.0,0.0,0.0,58000.0,73.1
425,E02000453,207.0,3047.0,17.0,0.557925829,8.212560386,4.0,0.0,0.0,61100.0,73.7
426,E02000454,83.0,2523.0,10.0,0.396353547,12.04819277,6.0,0.0,0.0,73500.0,45.2
427,E02000455,230.0,4760.0,26.0,0.546218487,11.30434783,5.0,0.0,0.0,61600.0,66.1
428,E02000456,124.0,2717.0,14.0,0.515274199,11.29032258,5.0,0.0,0.0,59400.0,76.3
429,E02000457,121.0,2563.0,11.0,0.429184549,9.090909091,5.0,0.0,0.0,63400.0,54.4
430,E02000459,270.0,3418.0,23.0,0.672908133,8.518518519,5.0,1.0,1.0,52300.0,68.6
431,E02000460,196.0,2417.0,33.0,1.36532892,16.83673469,7.0,1.0,1.0,55100.0,75.3
432,E02000461,147.0,2560.0,9.0,0.3515625,6.12244898,9.0,3.0,10.0,71300.0,26.1
433,E02000462,131.0,2289.0,13.0,0.567933595,9.923664122,4.0,1.0,1.0,55000.0,66.4
434,E02000463,212.0,2835.0,36.0,1.26984127,16.98113208,5.0,1.0,1.0,56100.0,90.7
435,E02000464,301.0,2873.0,41.0,1.427079708,13.62126246,2.0,0.0,0.0,44700.0,11.0
436,E02000465,368.0,3493.0,56.0,1.603206413,15.2173913,2.0,0.0,0.0,47300.0,28.3
437,E02000466,360.0,3291.0,65.0,1.975083561,18.05555556,2.0,1.0,1.0,48300.0,13.2
438,E02000467,663.0,4288.0,102.0,2.378731343,15.38461538,3.0,0.0,0.0,40100.0,71.0
439,E02000468,265.0,3163.0,29.0,0.916851091,10.94339623,2.0,1.0,1.0,50400.0,19.0
440,E02000469,293.0,2697.0,41.0,1.520207638,13.99317406,4.0,0.0,0.0,45700.0,37.6
441,E02000470,224.0,4130.0,25.0,0.605326877,11.16071429,3.0,0.0,0.0,57100.0,11.7
442,E02000471,116.0,2945.0,11.0,0.373514431,9.482758621,4.0,1.0,1.0,59400.0,34.8
443,E02000472,248.0,3529.0,31.0,0.878435818,12.5,4.0,1.0,1.0,55000.0,58.5
444,E02000473,257.0,4023.0,37.0,0.919711658,14.39688716,5.0,0.0,0.0,58200.0,33.6
445,E02000474,312.0,3536.0,38.0,1.074660633,12.17948718,5.0,2.0,5.0,50200.0,37.8
446,E02000475,272.0,3960.0,29.0,0.732323232,10.66176471,6.0,1.0,1.0,57100.0,32.8
447,E02000476,396.0,4200.0,65.0,1.547619048,16.41414141,4.0,1.0,1.0,49000.0,53.7
448,E02000477,169.0,3712.0,24.0,0.646551724,14.20118343,4.0,0.0,0.0,63400.0,53.5
449,E02000478,56.0,2152.0,6.0,0.278810409,10.71428571,4.0,0.0,0.0,59400.0,23.6
450,E02000479,375.0,3789.0,50.0,1.319609396,13.33333333,4.0,0.0,0.0,53200.0,59.2
451,E02000480,559.0,5010.0,88.0,1.756487026,15.74239714,6.0,1.0,4.0,52900.0,29.0
452,E02000481,210.0,3243.0,20.0,0.61671292,9.523809524,2.0,0.0,0.0,54700.0,6.4
453,E02000482,66.0,2577.0,2.0,0.077609624,3.03030303,3.0,0.0,0.0,67700.0,22.6
454,E02000483,230.0,3478.0,34.0,0.977573318,14.7826087,4.0,0.0,0.0,49100.0,47.5
455,E02000484,155.0,3251.0,16.0,0.49215626,10.32258065,4.0,0.0,0.0,56000.0,44.3
456,E02000485,228.0,3454.0,32.0,0.926462073,14.03508772,3.0,0.0,0.0,59400.0,38.1
457,E02000486,139.0,2995.0,17.0,0.567612688,12.23021583,3.0,0.0,0.0,54200.0,57.8
458,E02000487,67.0,2944.0,4.0,0.135869565,5.970149254,3.0,0.0,0.0,67800.0,6.1
459,E02000488,105.0,3012.0,12.0,0.398406375,11.42857143,4.0,1.0,1.0,59200.0,40.6
460,E02000489,254.0,3261.0,43.0,1.318613922,16.92913386,5.0,1.0,1.0,54200.0,30.3
461,E02000490,240.0,3227.0,39.0,1.208552835,16.25,3.0,1.0,1.0,49400.0,38.2
462,E02000491,458.0,3933.0,70.0,1.779811848,15.28384279,3.0,1.0,1.0,46000.0,18.4
463,E02000492,160.0,2620.0,18.0,0.687022901,11.25,5.0,2.0,2.0,51000.0,4.5
464,E02000493,278.0,2499.0,37.0,1.480592237,13.30935252,2.0,1.0,1.0,46700.0,48.2
465,E02000494,116.0,3215.0,12.0,0.373250389,10.34482759,4.0,0.0,0.0,60700.0,12.0
466,E02000495,274.0,4306.0,32.0,0.743149094,11.67883212,5.0,0.0,0.0,57400.0,34.7
467,E02000496,239.0,3178.0,45.0,1.415984896,18.82845188,4.0,0.0,0.0,54300.0,4.9
468,E02000497,240.0,3693.0,33.0,0.893582453,13.75,6.0,0.0,0.0,59900.0,31.6
469,E02000498,144.0,2635.0,12.0,0.45540797,8.333333333,6.0,0.0,0.0,59400.0,19.2
470,E02000499,88.0,3013.0,10.0,0.331895121,11.36363636,6.0,0.0,0.0,68400.0,48.3
471,E02000500,132.0,3310.0,14.0,0.422960725,10.60606061,6.0,0.0,0.0,62900.0,26.6
472,E02000501,177.0,3273.0,27.0,0.824931256,15.25423729,5.0,0.0,0.0,65900.0,57.4
473,E02000502,214.0,3531.0,19.0,0.538091192,8.878504673,7.0,1.0,1.0,65100.0,18.3
474,E02000503,153.0,3253.0,15.0,0.461112819,9.803921569,6.0,0.0,0.0,70400.0,65.1
475,E02000504,90.0,2922.0,8.0,0.273785079,8.888888889,3.0,1.0,1.0,69000.0,24.1
476,E02000506,110.0,2900.0,9.0,0.310344828,8.181818182,5.0,3.0,4.0,64600.0,13.7
477,E02000507,186.0,2778.0,18.0,0.647948164,9.677419355,6.0,3.0,4.0,64800.0,29.5
478,E02000508,287.0,4337.0,36.0,0.830066866,12.54355401,4.0,4.0,6.0,54800.0,33.4
479,E02000509,266.0,3402.0,37.0,1.087595532,13.90977444,3.0,3.0,5.0,49200.0,48.8
480,E02000510,189.0,3266.0,26.0,0.796080833,13.75661376,6.0,4.0,6.0,59000.0,40.5
481,E02000511,215.0,3263.0,33.0,1.011339258,15.34883721,5.0,2.0,2.0,55700.0,39.5
482,E02000512,300.0,3102.0,55.0,1.773049645,18.33333333,4.0,3.0,4.0,50600.0,56.8
483,E02000513,427.0,3323.0,66.0,1.986157087,15.45667447,6.0,1.0,1.0,48100.0,61.0
484,E02000514,191.0,3176.0,38.0,1.196473552,19.89528796,5.0,1.0,1.0,53400.0,81.9
485,E02000515,507.0,5347.0,87.0,1.627080606,17.15976331,4.0,3.0,5.0,51900.0,33.1
486,E02000516,267.0,2815.0,52.0,1.847246892,19.47565543,7.0,0.0,0.0,54200.0,50.0
487,E02000517,306.0,3325.0,45.0,1.353383459,14.70588235,8.0,4.0,5.0,52100.0,55.8
488,E02000518,422.0,3328.0,56.0,1.682692308,13.27014218,6.0,4.0,5.0,53800.0,34.1
489,E02000519,279.0,3022.0,39.0,1.290536069,13.97849462,9.0,2.0,2.0,47900.0,47.7
490,E02000520,398.0,4454.0,60.0,1.347103727,15.07537688,9.0,3.0,4.0,50500.0,25.8
491,E02000521,391.0,4354.0,56.0,1.286173633,14.32225064,4.0,2.0,3.0,55000.0,40.4
492,E02000522,349.0,3489.0,60.0,1.719690456,17.19197708,2.0,1.0,2.0,53900.0,55.1
493,E02000523,241.0,3685.0,37.0,1.004070556,15.3526971,3.0,1.0,1.0,53700.0,58.5
494,E02000524,201.0,2643.0,40.0,1.513431706,19.90049751,6.0,2.0,3.0,57500.0,3.2
495,E02000525,309.0,3319.0,50.0,1.506477855,16.18122977,5.0,1.0,1.0,53100.0,21.7
496,E02000526,124.0,3618.0,17.0,0.469872858,13.70967742,6.0,2.0,2.0,78500.0,90.7
497,E02000529,225.0,3036.0,44.0,1.449275362,19.55555556,7.0,1.0,1.0,48700.0,71.5
498,E02000530,278.0,2518.0,51.0,2.025416998,18.34532374,7.0,1.0,1.0,43600.0,25.1
499,E02000531,348.0,4942.0,49.0,0.991501416,14.08045977,9.0,2.0,3.0,58800.0,40.4
500,E02000532,222.0,3820.0,28.0,0.732984293,12.61261261,7.0,2.0,2.0,67800.0,40.0
501,E02000533,213.0,3688.0,25.0,0.677874187,11.7370892,5.0,1.0,1.0,72200.0,79.0
502,E02000534,133.0,3002.0,15.0,0.499666889,11.27819549,10.0,2.0,2.0,65400.0,16.5
503,E02000535,122.0,3007.0,18.0,0.598603259,14.75409836,6.0,1.0,1.0,56100.0,60.0
504,E02000536,210.0,3249.0,37.0,1.138811942,17.61904762,7.0,1.0,1.0,54100.0,57.7
505,E02000537,132.0,3155.0,6.0,0.190174326,4.545454545,7.0,2.0,2.0,61700.0,45.7
506,E02000538,175.0,3005.0,28.0,0.931780366,16,5.0,2.0,2.0,53700.0,36.8
507,E02000539,402.0,4728.0,48.0,1.015228426,11.94029851,8.0,3.0,4.0,61600.0,65.3
508,E02000540,406.0,4487.0,46.0,1.025183864,11.33004926,5.0,2.0,2.0,55500.0,73.7
509,E02000541,212.0,3278.0,31.0,0.945698597,14.62264151,4.0,1.0,1.0,50000.0,84.2
510,E02000542,278.0,3951.0,42.0,1.06302202,15.10791367,6.0,1.0,1.0,52100.0,89.8
511,E02000543,419.0,4891.0,41.0,0.838274382,9.785202864,7.0,2.0,2.0,58100.0,102.3
512,E02000544,106.0,2921.0,15.0,0.513522766,14.1509434,6.0,2.0,2.0,62900.0,59.2
513,E02000545,369.0,3548.0,85.0,2.395715896,23.03523035,8.0,3.0,4.0,54300.0,62.2
514,E02000546,222.0,3160.0,32.0,1.012658228,14.41441441,7.0,3.0,3.0,54000.0,39.6
515,E02000547,322.0,3854.0,45.0,1.167618059,13.97515528,5.0,2.0,2.0,50800.0,28.7
516,E02000548,354.0,3727.0,53.0,1.422055272,14.97175141,2.0,1.0,1.0,48100.0,25.8
517,E02000549,284.0,4083.0,34.0,0.832721038,11.97183099,6.0,2.0,2.0,54100.0,44.9
518,E02000550,360.0,3719.0,68.0,1.828448508,18.88888889,3.0,2.0,2.0,51800.0,110.1
519,E02000551,400.0,3418.0,68.0,1.989467525,17,6.0,2.0,2.0,45500.0,40.5
520,E02000552,280.0,3359.0,30.0,0.893122953,10.71428571,3.0,2.0,2.0,56300.0,27.0
521,E02000553,224.0,2598.0,25.0,0.962278676,11.16071429,5.0,2.0,2.0,51900.0,26.2
522,E02000554,456.0,4201.0,80.0,1.904308498,17.54385965,12.0,3.0,8.0,51700.0,144.1
