MSOA11CD,sum,count_sdep,calculation,sdep_sum the dep rate,library_name_sum,filtered_library_name_sum,keyword_frequency_sum
E02000510,3266,26,0.796080833,0.796080833,6,4,6
E02000511,3263,33,1.011339258,1.011339258,5,2,2
E02000512,3102,55,1.773049645,1.773049645,4,3,4
E02000513,3323,66,1.986157087,1.986157087,6,1,1
E02000514,3176,38,1.196473552,1.196473552,5,1,1
E02000515,5347,87,1.627080606,1.627080606,4,3,5
E02000516,2815,52,1.847246892,1.847246892,7,0,0
E02000517,3325,45,1.353383459,1.353383459,8,4,5
E02000518,3328,56,1.682692308,1.682692308,6,4,5
E02000519,3022,39,1.290536069,1.290536069,9,2,2
E02000520,4454,60,1.347103727,1.347103727,9,3,4
E02000521,4354,56,1.286173633,1.286173633,4,2,3
E02000522,3489,60,1.719690456,1.719690456,2,1,2
E02000523,3685,37,1.004070556,1.004070556,3,1,1
E02000524,2643,40,1.513431706,1.513431706,6,2,3
E02000525,3319,50,1.506477855,1.506477855,5,1,1
E02000526,3618,17,0.469872858,0.469872858,6,2,2
E02000528,,,#DIV/0!,#DIV/0!,8,2,2
E02000529,3036,44,1.449275362,1.449275362,7,1,1
E02000530,2518,51,2.025416998,2.025416998,7,1,1
E02000531,4942,49,0.991501416,0.991501416,9,2,3
E02000532,3820,28,0.732984293,0.732984293,7,2,2
E02000533,3688,25,0.677874187,0.677874187,5,1,1
E02000534,3002,15,0.499666889,0.499666889,10,2,2
E02000535,3007,18,0.598603259,0.598603259,6,1,1
E02000536,3249,37,1.138811942,1.138811942,7,1,1
E02000537,3155,6,0.190174326,0.190174326,7,2,2
E02000538,3005,28,0.931780366,0.931780366,5,2,2
E02000539,4728,48,1.015228426,1.015228426,8,3,4
E02000540,4487,46,1.025183864,1.025183864,5,2,2
E02000541,3278,31,0.945698597,0.945698597,4,1,1
E02000542,3951,42,1.06302202,1.06302202,6,1,1
E02000543,4891,41,0.838274382,0.838274382,7,2,2
E02000544,2921,15,0.513522766,0.513522766,6,2,2
E02000545,3548,85,2.395715896,2.395715896,8,3,4
E02000546,3160,32,1.012658228,1.012658228,7,3,3
E02000547,3854,45,1.167618059,1.167618059,5,2,2
E02000548,3727,53,1.422055272,1.422055272,2,1,1
E02000549,4083,34,0.832721038,0.832721038,6,2,2
E02000550,3719,68,1.828448508,1.828448508,3,2,2
E02000551,3418,68,1.989467525,1.989467525,6,2,2
E02000552,3359,30,0.893122953,0.893122953,3,2,2
E02000553,2598,25,0.962278676,0.962278676,5,2,2
E02000554,4201,80,1.904308498,1.904308498,12,3,8
E02000555,4033,43,1.066203818,1.066203818,11,2,5
E02000556,4949,60,1.212366135,1.212366135,13,4,10
E02000557,4139,51,1.232181686,1.232181686,12,4,23
E02000558,3959,87,2.197524627,2.197524627,13,4,10
E02000559,3991,37,0.927085943,0.927085943,15,7,18
E02000560,3274,32,0.977397679,0.977397679,16,5,14
E02000561,3164,27,0.85335019,0.85335019,15,5,27
E02000562,3485,41,1.176470588,1.176470588,13,6,16
E02000563,3856,93,2.411825726,2.411825726,15,3,8
E02000564,5665,65,1.147396293,1.147396293,17,5,14
E02000565,3496,89,2.54576659,2.54576659,11,7,21
E02000566,3837,30,0.781860829,0.781860829,16,6,19
E02000567,4896,71,1.450163399,1.450163399,13,5,14
E02000568,4666,96,2.057436777,2.057436777,19,5,20
E02000569,4603,79,1.716271997,1.716271997,17,7,25
E02000570,3993,42,1.051840721,1.051840721,17,6,22
E02000571,4123,76,1.843317972,1.843317972,13,6,34
E02000572,3526,80,2.268859898,2.268859898,18,7,87
E02000573,4922,55,1.117431938,1.117431938,22,10,96
E02000574,3608,28,0.776053215,0.776053215,20,9,91
E02000575,5167,67,1.296690536,1.296690536,21,11,96
E02000576,4950,97,1.95959596,1.95959596,20,12,119
E02000577,3175,44,1.385826772,1.385826772,13,4,10
E02000578,2311,50,2.163565556,2.163565556,9,4,10
E02000579,3820,38,0.994764398,0.994764398,11,5,11
E02000580,3988,37,0.92778335,0.92778335,12,5,12
E02000581,3007,55,1.829065514,1.829065514,12,6,13
E02000582,3271,11,0.336288597,0.336288597,12,6,15
E02000583,3120,20,0.641025641,0.641025641,12,6,13
E02000584,3333,30,0.900090009,0.900090009,15,9,17
E02000585,3384,19,0.561465721,0.561465721,12,7,14
E02000586,2881,6,0.20826102,0.20826102,10,7,18
E02000587,3026,3,0.09914078,0.09914078,12,8,15
E02000588,3081,9,0.29211295,0.29211295,9,8,27
E02000589,3658,15,0.410060142,0.410060142,9,8,19
E02000590,3050,23,0.754098361,0.754098361,9,7,20
E02000591,3243,30,0.92506938,0.92506938,10,8,19
E02000592,2838,4,0.140944327,0.140944327,9,8,22
E02000593,3688,11,0.298264642,0.298264642,9,7,17
E02000594,2920,12,0.410958904,0.410958904,9,6,18
E02000595,3029,15,0.495212942,0.495212942,11,7,20
E02000596,3072,14,0.455729167,0.455729167,9,6,16
E02000597,2995,37,1.235392321,1.235392321,9,5,14
E02000598,2970,15,0.505050505,0.505050505,6,2,7
E02000599,2352,12,0.510204082,0.510204082,6,2,7
E02000600,3379,22,0.651080201,0.651080201,4,2,7
E02000601,4856,31,0.638385502,0.638385502,5,2,7
E02000602,4045,47,1.161928307,1.161928307,5,2,7
E02000603,2950,47,1.593220339,1.593220339,5,2,7
E02000604,3559,22,0.618151166,0.618151166,4,1,1
E02000605,3115,24,0.77046549,0.77046549,6,3,8
E02000606,4810,10,0.207900208,0.207900208,4,2,7
E02000607,2580,10,0.387596899,0.387596899,5,2,7
E02000608,3406,16,0.469759248,0.469759248,4,2,7
E02000609,2738,16,0.584368152,0.584368152,6,2,2
E02000610,3878,23,0.593089221,0.593089221,4,3,8
E02000611,2652,9,0.339366516,0.339366516,5,3,8
E02000612,3078,17,0.552306693,0.552306693,6,2,2
E02000613,3192,33,1.033834586,1.033834586,3,2,2
E02000614,3372,29,0.860023725,0.860023725,6,3,3
E02000615,2957,13,0.439634765,0.439634765,3,2,2
E02000616,2390,12,0.50209205,0.50209205,2,2,2
E02000617,3345,32,0.956651719,0.956651719,1,1,1
E02000619,4055,80,1.972872996,1.972872996,14,9,40
E02000620,4587,65,1.41704818,1.41704818,14,9,40
E02000621,6009,49,0.815443501,0.815443501,13,7,36
E02000622,3636,42,1.155115512,1.155115512,12,7,38
E02000623,3329,61,1.832382097,1.832382097,11,6,35
E02000624,4274,58,1.357042583,1.357042583,10,5,31
E02000625,3801,62,1.631149697,1.631149697,9,3,18
E02000626,3449,74,2.145549435,2.145549435,9,4,34
E02000627,3922,54,1.376848547,1.376848547,10,4,29
E02000628,4478,89,1.987494417,1.987494417,9,4,34
E02000629,4013,36,0.897084475,0.897084475,8,2,11
E02000630,3429,31,0.90405366,0.90405366,8,1,9
E02000631,3736,45,1.204496788,1.204496788,9,5,43
E02000632,4261,35,0.821403426,0.821403426,8,1,9
E02000633,3960,67,1.691919192,1.691919192,7,3,27
E02000634,3104,30,0.966494845,0.966494845,8,1,9
E02000635,4335,51,1.176470588,1.176470588,10,5,36
E02000636,3080,15,0.487012987,0.487012987,7,1,9
E02000637,3703,27,0.729138536,0.729138536,6,2,11
E02000638,4107,60,1.46092038,1.46092038,6,2,11
E02000639,3725,53,1.422818792,1.422818792,6,2,11
E02000640,3805,43,1.130091984,1.130091984,6,1,9
E02000641,3393,83,2.446212791,2.446212791,5,2,11
E02000642,4171,76,1.822105011,1.822105011,7,4,23
E02000643,3949,31,0.785008863,0.785008863,3,1,2
E02000644,3495,33,0.944206009,0.944206009,3,2,7
E02000645,4045,38,0.939431397,0.939431397,5,2,7
E02000646,3907,20,0.511901715,0.511901715,3,1,2
E02000647,3422,37,1.081239041,1.081239041,4,2,7
E02000648,3193,73,2.286251174,2.286251174,4,2,7
E02000649,5304,68,1.282051282,1.282051282,5,1,2
E02000650,3277,73,2.227647238,2.227647238,3,2,7
E02000651,3481,35,1.005458202,1.005458202,4,1,2
E02000652,2544,22,0.864779874,0.864779874,5,0,0
E02000653,5293,80,1.511430191,1.511430191,10,5,27
E02000654,3595,81,2.253129346,2.253129346,8,3,19
E02000655,4003,63,1.573819635,1.573819635,10,5,34
E02000657,3989,56,1.403860617,1.403860617,9,3,13
E02000658,3458,41,1.185656449,1.185656449,9,5,28
E02000659,3544,51,1.439051919,1.439051919,11,4,13
E02000660,3604,42,1.165371809,1.165371809,8,2,4
E02000661,3048,24,0.787401575,0.787401575,10,3,11
E02000662,3303,49,1.483499849,1.483499849,8,3,13
E02000663,2818,34,1.206529454,1.206529454,10,3,12
E02000664,,,#DIV/0!,#DIV/0!,11,4,13
E02000665,3414,26,0.761570006,0.761570006,8,3,11
E02000666,2736,33,1.206140351,1.206140351,11,4,13
E02000667,2522,22,0.872323553,0.872323553,8,2,3
E02000668,2727,33,1.210121012,1.210121012,7,2,9
E02000669,3309,42,1.269265639,1.269265639,8,3,11
E02000670,2784,43,1.54454023,1.54454023,6,3,11
E02000671,3683,39,1.058919359,1.058919359,7,1,2
E02000672,4199,61,1.45272684,1.45272684,8,3,11
E02000673,3495,29,0.829756795,0.829756795,8,3,14
E02000674,3061,25,0.81672656,0.81672656,7,2,9
E02000675,3421,47,1.37386729,1.37386729,9,2,9
E02000676,3188,42,1.317440402,1.317440402,5,1,2
E02000677,2641,29,1.098068913,1.098068913,9,3,11
E02000678,2613,66,2.525832377,2.525832377,9,2,9
E02000679,3372,57,1.690391459,1.690391459,7,3,9
E02000680,2915,44,1.509433962,1.509433962,5,1,5
E02000681,3352,47,1.402147971,1.402147971,7,3,5
E02000682,3217,98,3.046316444,3.046316444,7,1,1
E02000683,2724,61,2.239353891,2.239353891,7,1,1
E02000685,3426,63,1.838879159,1.838879159,7,3,9
E02000686,3045,63,2.068965517,2.068965517,9,2,3
E02000687,3458,53,1.532677848,1.532677848,6,2,7
E02000689,3513,22,0.626245374,0.626245374,6,1,3
E02000690,2220,4,0.18018018,0.18018018,5,0,0
E02000691,2957,12,0.405816706,0.405816706,6,1,3
E02000692,3571,7,0.196023523,0.196023523,4,0,0
E02000693,4285,25,0.583430572,0.583430572,6,1,3
E02000694,3837,24,0.625488663,0.625488663,6,1,3
E02000695,2941,12,0.408024481,0.408024481,5,1,3
E02000696,3266,29,0.887936314,0.887936314,4,1,3
E02000697,3664,5,0.136462882,0.136462882,5,1,3
E02000698,3181,15,0.471549827,0.471549827,4,0,0
E02000699,3263,8,0.245173154,0.245173154,4,0,0
E02000700,3358,57,1.697438952,1.697438952,5,1,3
E02000701,3110,39,1.254019293,1.254019293,5,1,3
E02000702,3367,44,1.306801307,1.306801307,8,2,4
E02000703,2937,11,0.374531835,0.374531835,6,1,3
E02000704,3575,40,1.118881119,1.118881119,5,0,0
E02000705,3112,19,0.610539846,0.610539846,3,0,0
E02000706,3533,68,1.924709878,1.924709878,5,1,3
E02000707,2780,51,1.834532374,1.834532374,5,1,1
E02000708,3255,17,0.522273425,0.522273425,6,1,1
E02000709,2870,12,0.418118467,0.418118467,7,1,1
E02000710,3441,29,0.842778262,0.842778262,8,2,4
E02000711,3458,36,1.041064199,1.041064199,7,1,3
E02000712,3404,39,1.145710928,1.145710928,5,0,0
E02000713,2829,16,0.565570873,0.565570873,7,1,1
E02000714,2647,39,1.473366075,1.473366075,10,4,12
E02000715,2090,29,1.387559809,1.387559809,8,7,14
E02000716,2299,23,1.000434972,1.000434972,10,7,17
E02000717,2396,34,1.41903172,1.41903172,8,6,13
E02000718,2249,38,1.68963984,1.68963984,8,6,10
E02000719,2875,40,1.391304348,1.391304348,10,3,9
E02000720,2124,20,0.941619586,0.941619586,10,4,9
E02000721,2765,30,1.084990958,1.084990958,9,3,8
E02000722,2936,24,0.817438692,0.817438692,8,1,1
E02000723,2863,32,1.117708697,1.117708697,10,7,14
E02000724,2532,28,1.105845182,1.105845182,8,5,11
E02000725,3999,61,1.525381345,1.525381345,8,1,15
E02000726,,,#DIV/0!,#DIV/0!,12,5,24
E02000727,2288,17,0.743006993,0.743006993,7,3,5
E02000728,2341,13,0.55531824,0.55531824,7,6,10
E02000729,2198,26,1.18289354,1.18289354,8,2,2
E02000730,2567,25,0.973899494,0.973899494,7,3,5
E02000731,2769,22,0.794510654,0.794510654,10,5,8
E02000732,2750,57,2.072727273,2.072727273,7,3,5
E02000733,3459,45,1.300954033,1.300954033,6,1,1
E02000734,2492,35,1.404494382,1.404494382,6,1,1
E02000735,2662,36,1.352366642,1.352366642,8,3,3
E02000736,2656,55,2.070783133,2.070783133,8,5,8
E02000737,3070,44,1.433224756,1.433224756,9,5,8
E02000738,2782,30,1.078360891,1.078360891,6,1,1
E02000739,2477,34,1.372628179,1.372628179,7,2,2
E02000740,2494,46,1.844426624,1.844426624,8,3,18
E02000741,2682,36,1.342281879,1.342281879,7,2,2
E02000742,2533,40,1.579155152,1.579155152,7,3,3
E02000743,3578,69,1.928451649,1.928451649,6,3,5
E02000744,3324,62,1.865222623,1.865222623,6,2,2
E02000745,2876,45,1.564673157,1.564673157,7,2,2
E02000746,3396,60,1.766784452,1.766784452,8,3,4
E02000747,5446,48,0.88138083,0.88138083,7,4,20
E02000748,2210,25,1.131221719,1.131221719,5,1,1
E02000749,3331,66,1.981386971,1.981386971,5,1,1
E02000750,,,#DIV/0!,#DIV/0!,9,4,7
E02000751,4438,54,1.216764308,1.216764308,7,5,51
E02000752,3266,43,1.316595224,1.316595224,4,3,9
E02000753,2471,36,1.45690004,1.45690004,2,2,8
E02000754,2591,25,0.964878425,0.964878425,3,2,8
E02000755,2187,20,0.914494742,0.914494742,3,2,8
E02000756,5259,41,0.779615897,0.779615897,5,4,13
E02000757,5179,26,0.502027418,0.502027418,6,4,16
E02000758,2315,19,0.820734341,0.820734341,5,4,16
E02000759,4819,45,0.933803694,0.933803694,4,3,12
E02000760,2628,30,1.141552511,1.141552511,3,2,8
E02000762,2106,8,0.379867047,0.379867047,3,2,8
E02000763,2575,26,1.009708738,1.009708738,8,6,19
E02000764,5368,28,0.521609538,0.521609538,10,6,24
E02000765,2428,23,0.947281713,0.947281713,4,3,10
E02000767,2768,16,0.578034682,0.578034682,5,4,12
E02000768,2202,11,0.499545867,0.499545867,8,5,23
E02000769,,,#DIV/0!,#DIV/0!,6,3,10
E02000770,2489,17,0.683005223,0.683005223,7,6,20
E02000772,2536,29,1.143533123,1.143533123,7,4,14
E02000773,3118,38,1.218729955,1.218729955,6,5,14
E02000774,2458,22,0.895036615,0.895036615,5,5,16
E02000776,2080,15,0.721153846,0.721153846,6,6,14
E02000777,2324,15,0.645438898,0.645438898,13,8,24
E02000779,2775,21,0.756756757,0.756756757,7,7,18
E02000780,,,#DIV/0!,#DIV/0!,8,8,19
E02000781,4426,48,1.084500678,1.084500678,7,6,15
E02000782,3578,51,1.425377306,1.425377306,8,8,16
E02000783,2114,39,1.844843898,1.844843898,8,8,16
E02000784,4176,23,0.550766284,0.550766284,8,3,4
E02000785,4162,6,0.144161461,0.144161461,9,3,4
E02000786,4945,33,0.667340748,0.667340748,5,0,0
E02000787,5172,42,0.812064965,0.812064965,6,2,3
E02000788,3626,20,0.55157198,0.55157198,5,1,2
E02000789,2842,13,0.457424349,0.457424349,6,2,3
E02000790,2703,9,0.332963374,0.332963374,5,2,3
E02000791,2969,6,0.202088245,0.202088245,6,2,3
E02000792,3101,12,0.386971945,0.386971945,5,2,3
E02000793,3138,19,0.605481198,0.605481198,6,3,3
E02000794,2756,10,0.362844702,0.362844702,8,3,4
E02000795,2590,13,0.501930502,0.501930502,11,3,9
E02000796,3980,52,1.306532663,1.306532663,7,3,3
E02000797,3478,16,0.460034503,0.460034503,8,2,3
E02000798,4327,26,0.600878207,0.600878207,6,1,1
E02000799,2441,9,0.368701352,0.368701352,6,0,0
E02000800,2156,21,0.974025974,0.974025974,7,2,3
E02000801,3017,18,0.596619158,0.596619158,8,1,1
E02000802,2976,16,0.537634409,0.537634409,5,1,1
E02000803,4097,37,0.903099829,0.903099829,4,1,1
E02000804,3171,21,0.662251656,0.662251656,8,2,7
E02000805,4635,39,0.841423948,0.841423948,7,2,7
E02000806,4256,25,0.587406015,0.587406015,7,2,7
E02000807,3733,21,0.562550228,0.562550228,10,5,41
E02000808,4693,42,0.894949925,0.894949925,19,12,102
E02000809,,,#DIV/0!,#DIV/0!,14,10,121
E02000810,5397,100,1.85288123,1.85288123,8,7,52
E02000812,4532,72,1.58870256,1.58870256,13,10,101
E02000813,4484,81,1.806422837,1.806422837,11,6,48
E02000814,4593,39,0.849118223,0.849118223,10,5,23
E02000815,3232,43,1.330445545,1.330445545,11,9,95
E02000816,4143,74,1.786145305,1.786145305,7,6,48
E02000817,2926,66,2.255639098,2.255639098,8,4,32
E02000818,4490,62,1.380846325,1.380846325,11,7,40
E02000819,3553,81,2.27976358,2.27976358,10,8,56
E02000820,4228,82,1.939451277,1.939451277,11,7,34
E02000821,3133,71,2.266198532,2.266198532,10,7,47
E02000822,2774,54,1.946647441,1.946647441,11,8,49
E02000823,3637,47,1.292273852,1.292273852,12,8,49
E02000824,3792,92,2.426160338,2.426160338,11,7,57
E02000825,3889,88,2.262792492,2.262792492,10,6,48
E02000826,4024,77,1.913518887,1.913518887,10,6,48
E02000827,5018,88,1.753686728,1.753686728,13,8,52
E02000828,3595,62,1.724617524,1.724617524,9,5,41
E02000829,4740,76,1.603375527,1.603375527,9,6,43
E02000830,3764,22,0.584484591,0.584484591,10,6,49
E02000831,4051,49,1.209577882,1.209577882,10,5,40
E02000832,4099,72,1.756525982,1.756525982,9,4,29
E02000833,3049,48,1.574286651,1.574286651,9,5,43
E02000834,4102,21,0.511945392,0.511945392,8,4,29
E02000835,3027,38,1.255368352,1.255368352,9,3,18
E02000836,3337,20,0.599340725,0.599340725,6,3,27
E02000837,3151,12,0.380831482,0.380831482,9,5,34
E02000838,3922,32,0.81591025,0.81591025,7,3,14
E02000839,3430,68,1.982507289,1.982507289,5,2,7
E02000840,3478,56,1.610120759,1.610120759,6,0,0
E02000841,3300,59,1.787878788,1.787878788,5,0,0
E02000842,2958,15,0.507099391,0.507099391,6,0,0
E02000843,3977,38,0.955494091,0.955494091,4,0,0
E02000844,3222,58,1.800124146,1.800124146,5,0,0
E02000845,3608,26,0.720620843,0.720620843,6,1,1
E02000846,2785,13,0.466786355,0.466786355,5,0,0
E02000847,3682,19,0.5160239,0.5160239,5,1,1
E02000848,2915,13,0.445969125,0.445969125,4,0,0
E02000849,3247,23,0.708346166,0.708346166,4,0,0
E02000850,4089,28,0.684764001,0.684764001,8,2,3
E02000851,5036,60,1.191421763,1.191421763,5,0,0
E02000852,3250,24,0.738461538,0.738461538,6,0,0
E02000853,3203,25,0.780518264,0.780518264,3,0,0
E02000854,3085,23,0.74554295,0.74554295,6,0,0
E02000855,3211,10,0.311429461,0.311429461,4,0,0
E02000856,3798,32,0.84254871,0.84254871,4,1,2
E02000857,4078,25,0.613045611,0.613045611,3,0,0
E02000858,3309,75,2.266545784,2.266545784,5,2,4
E02000859,3491,23,0.658837009,0.658837009,4,0,0
E02000860,4118,29,0.704225352,0.704225352,3,0,0
E02000861,2863,11,0.384212365,0.384212365,4,0,0
E02000863,2424,16,0.660066007,0.660066007,5,2,3
E02000864,4664,59,1.265008576,1.265008576,7,3,20
E02000865,2899,36,1.24180752,1.24180752,12,7,50
E02000866,4151,30,0.722717417,0.722717417,10,6,47
E02000867,4874,55,1.128436602,1.128436602,7,3,19
E02000868,2788,21,0.753228121,0.753228121,12,6,48
E02000869,2524,33,1.307448494,1.307448494,15,8,51
E02000870,2420,32,1.32231405,1.32231405,11,6,45
E02000871,4226,66,1.56176053,1.56176053,6,4,20
E02000872,3195,36,1.126760563,1.126760563,13,7,49
E02000873,2921,37,1.26668949,1.26668949,8,4,40
E02000874,2524,34,1.347068146,1.347068146,10,5,43
E02000875,5082,80,1.574183392,1.574183392,6,4,20
E02000876,2777,22,0.792221822,0.792221822,12,7,59
E02000877,4915,73,1.485249237,1.485249237,8,4,39
E02000878,4010,28,0.698254364,0.698254364,13,7,99
E02000879,3050,33,1.081967213,1.081967213,9,4,47
E02000880,2280,22,0.964912281,0.964912281,9,4,34
E02000881,3853,82,2.128211783,2.128211783,6,4,20
E02000882,3809,61,1.601470202,1.601470202,9,5,48
E02000883,3028,39,1.287978864,1.287978864,6,4,20
E02000884,5116,39,0.762314308,0.762314308,12,7,55
E02000885,2390,18,0.753138075,0.753138075,8,3,32
E02000886,3820,34,0.890052356,0.890052356,10,5,48
E02000887,3944,67,1.698782961,1.698782961,8,4,20
E02000888,3358,33,0.982727814,0.982727814,11,6,44
E02000889,3811,26,0.682235634,0.682235634,13,8,67
E02000890,2890,9,0.311418685,0.311418685,14,9,120
E02000891,,,#DIV/0!,#DIV/0!,9,4,7
E02000893,2986,40,1.339584729,1.339584729,7,3,6
E02000894,4467,45,1.007387508,1.007387508,10,4,15
E02000895,3275,38,1.160305344,1.160305344,4,3,43
E02000896,3837,19,0.495178525,0.495178525,4,3,43
E02000897,3371,47,1.394245031,1.394245031,6,5,51
E02000898,3200,35,1.09375,1.09375,6,4,47
E02000899,3227,24,0.743724822,0.743724822,5,3,43
E02000900,3117,57,1.828681424,1.828681424,8,2,33
E02000901,3848,30,0.77962578,0.77962578,9,6,55
E02000902,3518,51,1.449687322,1.449687322,6,3,40
E02000903,3468,68,1.960784314,1.960784314,8,2,33
E02000904,3104,37,1.192010309,1.192010309,7,4,41
E02000905,3629,41,1.12978782,1.12978782,6,2,33
E02000906,3627,57,1.571546733,1.571546733,4,1,4
E02000907,4067,75,1.844111138,1.844111138,6,2,11
E02000908,5238,80,1.527300496,1.527300496,10,3,7
E02000909,3565,40,1.122019635,1.122019635,9,5,20
E02000910,4406,34,0.771674989,0.771674989,4,1,4
E02000911,4847,59,1.217247782,1.217247782,4,1,4
E02000912,3272,47,1.436430318,1.436430318,9,4,11
E02000913,3112,20,0.642673522,0.642673522,8,3,12
E02000914,3970,68,1.712846348,1.712846348,8,2,8
E02000915,3280,27,0.823170732,0.823170732,10,5,23
E02000916,3981,42,1.055011304,1.055011304,6,3,7
E02000917,3650,44,1.205479452,1.205479452,6,1,4
E02000918,3413,51,1.494286551,1.494286551,9,3,12
E02000919,3356,18,0.536352801,0.536352801,7,2,8
E02000920,3815,44,1.153342071,1.153342071,9,3,10
E02000921,4059,58,1.42892338,1.42892338,9,3,12
E02000922,3635,40,1.100412655,1.100412655,9,4,13
E02000923,3471,18,0.518582541,0.518582541,13,7,20
E02000924,,,#DIV/0!,#DIV/0!,14,6,22
E02000925,3363,56,1.665179899,1.665179899,8,2,8
E02000926,5552,35,0.630403458,0.630403458,10,3,10
E02000927,3229,33,1.021988232,1.021988232,7,1,6
E02000928,3610,21,0.581717452,0.581717452,5,1,2
E02000929,3493,71,2.032636702,2.032636702,8,2,8
E02000930,4264,26,0.609756098,0.609756098,9,1,6
E02000931,3486,5,0.143430866,0.143430866,7,0,0
E02000932,5931,34,0.573259147,0.573259147,11,1,2
E02000933,3930,13,0.330788804,0.330788804,7,0,0
E02000934,4195,12,0.286054827,0.286054827,10,1,2
E02000935,2436,59,2.422003284,2.422003284,3,0,0
E02000936,4385,24,0.54732041,0.54732041,6,1,2
E02000937,3128,12,0.383631714,0.383631714,9,0,0
E02000938,4347,63,1.449275362,1.449275362,6,0,0
E02000939,2836,7,0.246826516,0.246826516,8,0,0
E02000940,4214,51,1.210251542,1.210251542,7,0,0
E02000941,4135,20,0.483675937,0.483675937,9,0,0
E02000942,3816,9,0.235849057,0.235849057,8,1,2
E02000943,3811,18,0.472316977,0.472316977,7,0,0
E02000944,2888,53,1.835180055,1.835180055,6,0,0
E02000945,2762,41,1.484431571,1.484431571,4,0,0
E02000946,3105,31,0.998389694,0.998389694,9,0,0
E02000947,3919,17,0.433784129,0.433784129,6,0,0
E02000948,4384,24,0.547445255,0.547445255,7,1,3
E02000949,4257,6,0.140944327,0.140944327,9,1,3
E02000950,3112,31,0.996143959,0.996143959,6,0,0
E02000951,2821,21,0.744416873,0.744416873,5,0,0
E02000952,2656,11,0.414156627,0.414156627,4,0,0
E02000953,3212,12,0.373599004,0.373599004,7,1,3
E02000954,2241,12,0.535475234,0.535475234,6,1,3
E02000955,2679,44,1.642403882,1.642403882,5,1,3
E02000956,3033,33,1.088031652,1.088031652,5,1,3
E02000957,4419,37,0.837293505,0.837293505,6,1,3
E02000958,2917,27,0.925608502,0.925608502,5,1,3
E02000959,3104,36,1.159793814,1.159793814,5,1,3
E02000960,2783,15,0.538986705,0.538986705,21,9,51
E02000961,4066,49,1.205115593,1.205115593,16,8,34
E02000962,3857,36,0.933367903,0.933367903,16,8,29
E02000963,4137,77,1.861252115,1.861252115,11,4,10
E02000964,5360,118,2.201492537,2.201492537,13,6,15
E02000965,3625,26,0.717241379,0.717241379,13,6,15
E02000966,4109,16,0.389389146,0.389389146,14,7,22
E02000967,3016,8,0.265251989,0.265251989,20,10,41
E02000968,5619,137,2.438156256,2.438156256,15,8,28
E02000969,3720,119,3.198924731,3.198924731,12,6,15
E02000970,3556,10,0.281214848,0.281214848,17,12,46
E02000971,3724,10,0.268528464,0.268528464,12,5,22
E02000972,4256,17,0.39943609,0.39943609,18,11,96
E02000973,4799,34,0.708480934,0.708480934,15,8,20
E02000974,3981,34,0.85405677,0.85405677,16,10,31
E02000975,3803,17,0.447015514,0.447015514,17,11,35
E02000976,4212,16,0.379867047,0.379867047,13,9,21
E02000977,3437,13,0.378236834,0.378236834,26,18,125
E02000978,2765,8,0.289330922,0.289330922,23,15,46
E02000979,3924,33,0.840978593,0.840978593,20,13,95
E02000980,4325,48,1.10982659,1.10982659,11,6,18
E02000981,4157,24,0.577339427,0.577339427,12,6,17
E02000982,3841,53,1.379848998,1.379848998,11,7,20
E02000983,3757,47,1.250998137,1.250998137,9,5,15
E02006782,3197,30,0.938379731,0.938379731,7,0,0
E02006783,2894,69,2.384243262,2.384243262,7,1,1
E02006784,3120,49,1.570512821,1.570512821,9,1,1
E02006785,2575,13,0.504854369,0.504854369,7,1,1
E02006786,2876,53,1.842837274,1.842837274,8,2,3
E02006787,3086,21,0.680492547,0.680492547,5,2,3
E02006788,2901,72,2.481902792,2.481902792,5,3,4
E02006789,2788,16,0.573888092,0.573888092,2,0,0
E02006791,3452,19,0.550405562,0.550405562,3,1,1
E02006792,4144,24,0.579150579,0.579150579,8,1,1
E02006793,3391,90,2.654084341,2.654084341,8,0,0
E02006794,3126,66,2.111324376,2.111324376,6,1,2
E02006795,2643,12,0.454029512,0.454029512,7,0,0
E02006796,3576,34,0.950782998,0.950782998,8,1,1
E02006798,3777,64,1.694466508,1.694466508,12,4,28
E02006799,3892,84,2.158273381,2.158273381,5,3,10
E02006800,4514,43,0.952591936,0.952591936,7,4,12
E02006801,3712,35,0.942887931,0.942887931,18,12,99
E02006802,3941,61,1.5478305,1.5478305,17,11,105
E02006836,3214,16,0.497822029,0.497822029,2,0,0
E02006853,5041,68,1.348938703,1.348938703,7,4,15
E02006854,3530,20,0.566572238,0.566572238,7,3,13
E02006882,4398,13,0.295588904,0.295588904,6,1,3
E02006918,3172,77,2.427490542,2.427490542,7,6,17
E02006921,2782,46,1.6534867,1.6534867,6,5,15
E02006924,4096,14,0.341796875,0.341796875,9,8,22
E02006925,4189,16,0.381952733,0.381952733,7,6,24
E02006927,5087,55,1.08118734,1.08118734,10,2,9
E02006928,5267,105,1.993544712,1.993544712,8,1,2
E02006929,,,#DIV/0!,#DIV/0!,10,4,7
E02006930,4227,50,1.182872013,1.182872013,9,2,4
E02006931,4137,34,0.821851583,0.821851583,12,3,12
E02006941,2984,9,0.301608579,0.301608579,0,0,0
E02006942,3362,36,1.070791196,1.070791196,0,0,0
E02006953,3858,50,1.296008294,1.296008294,0,0,0
E02006954,3720,37,0.994623656,0.994623656,0,0,0
